CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
158;MT;29547;C;3;Rosa;558;;0
159;MT;30574;B;18;Rosa;558;;0
160;MT;28698;C;3;Rosa;558;;0
161;MT;59845;D;1;Rosa;558;;0
162;MT;24334;A;16;Rosa;558;;0
163;MT;60756;D;2;Rosa;558;;0
164;MT;96736;C;17;Rosa;558;;0
165;MT;26057;C;27;Rosa;558;;0
166;MT;15190;D;12;Rosa;558;;0
167;MT;11633;E;28;Rosa;558;;0
168;MT;31006;D;13;Rosa;558;;0
169;MT;30066;B;29;Rosa;558;;0
170;MT;84906;C;30;Rosa;558;;0
171;MT;79042;A;15;Rosa;558;;0
172;MT;82002;D;20;Rosa;558;;0
173;MT;82633;B;23;Rosa;558;;0
174;MT;17472;D;21;Rosa;558;;0
175;MT;54090;A;6;Rosa;558;;0
176;MT;63359;B;9;Rosa;558;;0
177;MT;15171;D;25;Rosa;558;;0
178;MT;97573;E;10;Rosa;558;;0
179;MT;25163;D;25;Rosa;558;;0
180;MT;81332;E;9;Rosa;558;;0
